seed,system,rho,execution_status,H_bits,m_bits,consumer_value,comparator_value,class_benefit,observed_benefit,eligible_mass,eligible_reward_drop,no_op_fraction,collapsed,expected_control_diagnostic,error
8447695212510338,constant,0.5,evaluated,0.5,0.0,0.75,0.7499999999999999,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
8447695212510338,independent,0.5,evaluated,0.5,0.0,0.7499999999999998,0.75,0.0,-2.220446049250313e-16,0.5,0.0,0.5,True,True,
8447695212510338,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7499999999999999,0.25,1.1102230246251565e-16,0.5,0.0,0.0,False,True,
8447695212510338,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
8447695212510338,hidden_irrelevant,0.5,evaluated,1.0,0.013479364460100264,1.0,1.0,0.0,0.0,,,,False,True,
8447695212510338,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7376897211441164,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
7376897211441164,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
7376897211441164,constant,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
7376897211441164,independent,0.5,evaluated,0.5,0.0,0.7500000000000001,0.7500000000000002,0.0,-1.1102230246251565e-16,0.5,0.0,0.5,True,True,
7376897211441164,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
7376897211441164,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
7376897211441164,hidden_irrelevant,0.5,evaluated,1.0,0.19712652741863962,1.0,1.0,0.0,0.0,,,,False,True,
7376897211441164,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7665373344845134,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
7665373344845134,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999999,0.19999999999999996,0.2000000000000003,0.5,0.8,0.18,False,True,
7665373344845134,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
7665373344845134,independent,0.5,evaluated,0.5,0.0,0.7500000000000001,0.7500000000000002,0.0,-1.1102230246251565e-16,0.5,0.0,0.5,True,True,
7665373344845134,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
7665373344845134,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
7665373344845134,hidden_irrelevant,0.5,evaluated,1.0,0.1350211624194175,1.0,1.0,0.0,0.0,,,,False,True,
7665373344845134,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5103962951979309,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
5103962951979309,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000001,0.19999999999999996,0.20000000000000007,0.5,0.8,0.18,False,True,
5103962951979309,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
5103962951979309,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5103962951979309,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
5103962951979309,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
5103962951979309,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
5103962951979309,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
4531411118106742,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
4531411118106742,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000001,0.19999999999999996,0.20000000000000007,0.5,0.8,0.18,False,True,
4531411118106742,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
4531411118106742,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
4531411118106742,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
4531411118106742,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
4531411118106742,hidden_irrelevant,0.5,evaluated,1.0,0.13597564692700526,1.0,1.0,0.0,0.0,,,,False,True,
4531411118106742,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6245760158822776,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
6245760158822776,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
6245760158822776,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
6245760158822776,independent,0.5,evaluated,0.5,0.0,0.7500000000000002,0.75,0.0,2.220446049250313e-16,0.5,0.0,0.5,True,True,
6245760158822776,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
6245760158822776,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
6245760158822776,hidden_irrelevant,0.5,evaluated,1.0,0.0017282542952051713,1.0,1.0,0.0,0.0,,,,False,True,
6245760158822776,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5187990724532159,identity,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,True,
5187990724532159,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000002,0.19999999999999996,0.19999999999999996,0.5,0.8,0.18,False,True,
5187990724532159,constant,0.5,evaluated,0.5,0.0,0.75,0.7499999999999999,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
5187990724532159,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5187990724532159,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7499999999999999,0.25,1.1102230246251565e-16,0.5,0.0,0.0,False,True,
5187990724532159,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
5187990724532159,hidden_irrelevant,0.5,evaluated,1.0,0.5452686955471062,1.0,1.0,0.0,0.0,,,,False,True,
5187990724532159,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5171476996463958,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
5171476996463958,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000002,0.19999999999999996,0.19999999999999996,0.5,0.8,0.18,False,True,
5171476996463958,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
5171476996463958,independent,0.5,evaluated,0.5,0.0,0.7500000000000001,0.75,0.0,1.1102230246251565e-16,0.5,0.0,0.5,True,True,
5171476996463958,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
5171476996463958,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
5171476996463958,hidden_irrelevant,0.5,evaluated,1.0,0.0007308302409017742,1.0,1.0,0.0,0.0,,,,False,True,
5171476996463958,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
4668212906132601,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
4668212906132601,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999999,0.19999999999999996,0.2000000000000003,0.5,0.8,0.18,False,True,
4668212906132601,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
4668212906132601,independent,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,0.5,True,True,
4668212906132601,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
4668212906132601,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
4668212906132601,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
4668212906132601,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6603279606852785,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
6603279606852785,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000002,0.19999999999999996,0.19999999999999996,0.5,0.8,0.18,False,True,
6603279606852785,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
6603279606852785,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6603279606852785,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
6603279606852785,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
6603279606852785,hidden_irrelevant,0.5,evaluated,1.0,0.001376059856765019,1.0,1.0,0.0,0.0,,,,False,True,
6603279606852785,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8618002265329928,identity,0.5,evaluated,0.5,0.5,1.0,0.7500000000000001,0.25,0.2499999999999999,0.5,1.0,0.0,False,True,
8618002265329928,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999998,0.19999999999999996,0.2000000000000004,0.5,0.8,0.18,False,True,
8618002265329928,constant,0.5,evaluated,0.5,0.0,0.75,0.7500000000000001,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
8618002265329928,independent,0.5,evaluated,0.5,0.0,0.75,0.7499999999999998,0.0,2.220446049250313e-16,0.5,0.0,0.5,True,True,
8618002265329928,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7500000000000001,0.25,-1.1102230246251565e-16,0.5,0.0,0.0,False,True,
8618002265329928,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
8618002265329928,hidden_irrelevant,0.5,evaluated,1.0,0.0016267204206473185,1.0,1.0,0.0,0.0,,,,False,True,
8618002265329928,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5638985731817786,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
5638985731817786,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
5638985731817786,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
5638985731817786,independent,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,0.5,True,True,
5638985731817786,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
5638985731817786,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
5638985731817786,hidden_irrelevant,0.5,evaluated,1.0,0.13567918100786608,1.0,1.0,0.0,0.0,,,,False,True,
5638985731817786,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6830206665860415,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
6830206665860415,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999999,0.19999999999999996,0.2000000000000003,0.5,0.8,0.18,False,True,
6830206665860415,constant,0.5,evaluated,0.5,0.0,0.7500000000000001,0.75,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
6830206665860415,independent,0.5,evaluated,0.5,0.0,0.7499999999999998,0.75,0.0,-2.220446049250313e-16,0.5,0.0,0.5,True,True,
6830206665860415,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
6830206665860415,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
6830206665860415,hidden_irrelevant,0.5,evaluated,1.0,0.03819259570506106,1.0,1.0,0.0,0.0,,,,False,True,
6830206665860415,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7698741385612395,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
7698741385612395,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999999,0.19999999999999996,0.2000000000000003,0.5,0.8,0.18,False,True,
7698741385612395,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
7698741385612395,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7698741385612395,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
7698741385612395,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
7698741385612395,hidden_irrelevant,0.5,evaluated,1.0,0.0006951091786584745,1.0,1.0,0.0,0.0,,,,False,True,
7698741385612395,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5411041893334660,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
5411041893334660,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
5411041893334660,constant,0.5,evaluated,0.5,0.0,0.7500000000000001,0.75,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
5411041893334660,independent,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,0.5,True,True,
5411041893334660,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
5411041893334660,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
5411041893334660,hidden_irrelevant,0.5,evaluated,1.0,0.15207371381011914,1.0,1.0,0.0,0.0,,,,False,True,
5411041893334660,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7294228965045266,identity,0.5,evaluated,0.5,0.5,1.0,0.7500000000000001,0.25,0.2499999999999999,0.5,1.0,0.0,False,True,
7294228965045266,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000001,0.19999999999999996,0.20000000000000007,0.5,0.8,0.18,False,True,
7294228965045266,constant,0.5,evaluated,0.5,0.0,0.75,0.7500000000000001,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
7294228965045266,independent,0.5,evaluated,0.5,0.0,0.75,0.7499999999999998,0.0,2.220446049250313e-16,0.5,0.0,0.5,True,True,
7294228965045266,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7500000000000001,0.25,-1.1102230246251565e-16,0.5,0.0,0.0,False,True,
7294228965045266,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
7294228965045266,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
7294228965045266,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8626390046224340,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
8626390046224340,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
8626390046224340,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
8626390046224340,independent,0.5,evaluated,0.5,0.0,0.7500000000000002,0.7500000000000002,0.0,0.0,0.5,0.0,0.5,True,True,
8626390046224340,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
8626390046224340,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
8626390046224340,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
8626390046224340,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7574581156743973,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
7574581156743973,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000001,0.19999999999999996,0.20000000000000007,0.5,0.8,0.18,False,True,
7574581156743973,constant,0.5,evaluated,0.5,0.0,0.7500000000000001,0.75,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
7574581156743973,independent,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,0.5,True,True,
7574581156743973,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
7574581156743973,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
7574581156743973,hidden_irrelevant,0.5,evaluated,1.0,0.12915573602231425,1.0,1.0,0.0,0.0,,,,False,True,
7574581156743973,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7600820203601454,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
7600820203601454,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
7600820203601454,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
7600820203601454,independent,0.5,evaluated,0.5,0.0,0.7499999999999999,0.7500000000000002,0.0,-3.3306690738754696e-16,0.5,0.0,0.5,True,True,
7600820203601454,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
7600820203601454,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
7600820203601454,hidden_irrelevant,0.5,evaluated,1.0,0.03762989854061684,1.0,1.0,0.0,0.0,,,,False,True,
7600820203601454,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8929206611991801,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
8929206611991801,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000001,0.19999999999999996,0.20000000000000007,0.5,0.8,0.18,False,True,
8929206611991801,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
8929206611991801,independent,0.5,evaluated,0.5,0.0,0.7499999999999999,0.7500000000000002,0.0,-3.3306690738754696e-16,0.5,0.0,0.5,True,True,
8929206611991801,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
8929206611991801,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
8929206611991801,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
8929206611991801,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6900048993075512,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
6900048993075512,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
6900048993075512,constant,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
6900048993075512,independent,0.5,evaluated,0.5,0.0,0.7500000000000002,0.75,0.0,2.220446049250313e-16,0.5,0.0,0.5,True,True,
6900048993075512,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
6900048993075512,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
6900048993075512,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
6900048993075512,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5175426463524091,identity,0.5,evaluated,0.5,0.5,1.0,0.7500000000000001,0.25,0.2499999999999999,0.5,1.0,0.0,False,True,
5175426463524091,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999999,0.19999999999999996,0.2000000000000003,0.5,0.8,0.18,False,True,
5175426463524091,constant,0.5,evaluated,0.5,0.0,0.75,0.7500000000000001,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
5175426463524091,independent,0.5,evaluated,0.5,0.0,0.7500000000000001,0.7499999999999998,0.0,3.3306690738754696e-16,0.5,0.0,0.5,True,True,
5175426463524091,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7500000000000001,0.25,-1.1102230246251565e-16,0.5,0.0,0.0,False,True,
5175426463524091,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
5175426463524091,hidden_irrelevant,0.5,evaluated,1.0,0.003978564328740306,1.0,1.0,0.0,0.0,,,,False,True,
5175426463524091,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5701933456983222,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
5701933456983222,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999999,0.19999999999999996,0.2000000000000003,0.5,0.8,0.18,False,True,
5701933456983222,constant,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
5701933456983222,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5701933456983222,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
5701933456983222,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
5701933456983222,hidden_irrelevant,0.5,evaluated,1.0,0.014514296312816536,1.0,1.0,-1.1102230246251565e-16,0.0,,,,False,True,
5701933456983222,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8458432618870198,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
8458432618870198,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999998,0.19999999999999996,0.2000000000000004,0.5,0.8,0.18,False,True,
8458432618870198,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
8458432618870198,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8458432618870198,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
8458432618870198,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
8458432618870198,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
8458432618870198,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5512406005711640,identity,0.5,evaluated,0.5,0.5,1.0,0.7500000000000001,0.25,0.2499999999999999,0.5,1.0,0.0,False,True,
5512406005711640,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
5512406005711640,constant,0.5,evaluated,0.5,0.0,0.75,0.7500000000000001,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
5512406005711640,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5512406005711640,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7500000000000001,0.25,-1.1102230246251565e-16,0.5,0.0,0.0,False,True,
5512406005711640,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
5512406005711640,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
5512406005711640,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8132885486322504,identity,0.5,evaluated,0.5,0.5,1.0,0.7500000000000001,0.25,0.2499999999999999,0.5,1.0,0.0,False,True,
8132885486322504,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999998,0.19999999999999996,0.2000000000000004,0.5,0.8,0.18,False,True,
8132885486322504,constant,0.5,evaluated,0.5,0.0,0.75,0.7500000000000001,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
8132885486322504,independent,0.5,evaluated,0.5,0.0,0.7500000000000001,0.75,0.0,1.1102230246251565e-16,0.5,0.0,0.5,True,True,
8132885486322504,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7500000000000001,0.25,-1.1102230246251565e-16,0.5,0.0,0.0,False,True,
8132885486322504,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
8132885486322504,hidden_irrelevant,0.5,evaluated,1.0,0.20929215190715073,1.0,1.0,0.0,0.0,,,,False,True,
8132885486322504,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6362181083759824,identity,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,True,
6362181083759824,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000001,0.19999999999999996,0.20000000000000007,0.5,0.8,0.18,False,True,
6362181083759824,constant,0.5,evaluated,0.5,0.0,0.7499999999999999,0.7499999999999999,0.0,0.0,0.5,0.0,1.0,True,True,
6362181083759824,independent,0.5,evaluated,0.5,0.0,0.75,0.7500000000000002,0.0,-2.220446049250313e-16,0.5,0.0,0.5,True,True,
